bucket,kind,id,region,source,before,after,reason
kept,term,4680,hong_kong,CIRON HANDICAP,锡龙河让赛,锡龙河让赛,original marker is not bracketed
kept,term,4682,hong_kong,COCHRANE HANDICAP,阁麟让赛,阁麟让赛,original marker is not bracketed
kept,term,4684,hong_kong,D'AGUILAR HANDICAP,德己立让赛,德己立让赛,original marker is not bracketed
kept,term,4685,hong_kong,DEAUVILLE HANDICAP,多维尔让赛,多维尔让赛,original marker is not bracketed
kept,term,4686,hong_kong,DORDOGNE HANDICAP,多尔多涅河让赛,多尔多涅河让赛,original marker is not bracketed
kept,term,4688,hong_kong,EXULTANT HANDICAP,时时精彩让赛,时时精彩让赛,original marker is not bracketed
kept,term,4691,hong_kong,FUNG WO HANDICAP,丰和让赛,丰和让赛,original marker is not bracketed
kept,term,4692,hong_kong,GAME SPIRIT HANDICAP,果敢精神让赛,果敢精神让赛,original marker is not bracketed
kept,term,4693,hong_kong,GARONNE HANDICAP,加龙河让赛,加龙河让赛,original marker is not bracketed
kept,term,4694,hong_kong,GLENEALY HANDICAP,己连拿利让赛,己连拿利让赛,original marker is not bracketed
kept,term,4695,hong_kong,GRAHAM HANDICAP,嘉咸让赛,嘉咸让赛,original marker is not bracketed
kept,term,4697,hong_kong,HELENE SUPER STAR HANDICAP,喜莲巨星让赛,喜莲巨星让赛,original marker is not bracketed
kept,term,4698,hong_kong,HEREFORD HANDICAP,禧福让赛,禧福让赛,original marker is not bracketed
kept,term,4699,hong_kong,HIN YIU HANDICAP,显耀让赛,显耀让赛,original marker is not bracketed
kept,term,4700,hong_kong,HO MAN TIN HANDICAP,何文田让赛,何文田让赛,original marker is not bracketed
kept,term,4701,hong_kong,HUNG HOM HANDICAP,红磡让赛,红磡让赛,original marker is not bracketed
kept,term,4702,hong_kong,INCH ARRAN HANDICAP,英奇阿伦让赛,英奇阿伦让赛,original marker is not bracketed
kept,term,4703,hong_kong,INDIGENOUS HANDICAP,原居民让赛,原居民让赛,original marker is not bracketed
kept,term,4704,hong_kong,INSULAR HANDICAP,宝岛让赛,宝岛让赛,original marker is not bracketed
kept,term,4705,hong_kong,ISLE OF MAN HANDICAP,曼岛让赛,曼岛让赛,original marker is not bracketed
kept,term,4706,hong_kong,JORDAN HANDICAP,佐敦让赛,佐敦让赛,original marker is not bracketed
kept,term,4708,hong_kong,LANCASHIRE HANDICAP,兰开夏让赛,兰开夏让赛,original marker is not bracketed
kept,term,4709,hong_kong,LEE ON HANDICAP,利安让赛,利安让赛,original marker is not bracketed
kept,term,4710,hong_kong,LEVADE 1200M HANDICAP,LEVADE 1200米让赛,LEVADE 1200米让赛,original marker is not bracketed
kept,term,4711,hong_kong,LOIRE HANDICAP,卢瓦尔河让赛,卢瓦尔河让赛,original marker is not bracketed
kept,term,4713,hong_kong,MAISONS-LAFFITTE HANDICAP,迈松拉菲特让赛,迈松拉菲特让赛,original marker is not bracketed
kept,term,4714,hong_kong,MAKARPURA STAR HANDICAP,有性格让赛,有性格让赛,original marker is not bracketed
kept,term,4715,hong_kong,MANICOU HANDICAP,万利厩让赛,万利厩让赛,original marker is not bracketed
kept,term,4718,hong_kong,MEI LAM HANDICAP,美林让赛,美林让赛,original marker is not bracketed
kept,term,4720,hong_kong,MONAVEEN HANDICAP,蒙鲁连平让赛,蒙鲁连平让赛,original marker is not bracketed
kept,term,4721,hong_kong,MONG KOK HANDICAP,旺角让赛,旺角让赛,original marker is not bracketed
kept,term,4722,hong_kong,NORMAN CONQUEROR HANDICAP,诺曼征服让赛,诺曼征服让赛,original marker is not bracketed
kept,term,4724,hong_kong,ON LAN HANDICAP,安兰让赛,安兰让赛,original marker is not bracketed
kept,term,4725,hong_kong,ORIENTAL EXPRESS HANDICAP,奔腾让赛,奔腾让赛,original marker is not bracketed
kept,term,4726,hong_kong,OWNERSHIP PRIDE 1200M HANDICAP,马主骄傲1200米让赛,马主骄傲1200米让赛,original marker is not bracketed
kept,term,4728,hong_kong,PARISLONGCHAMP HANDICAP,巴黎隆尚让赛,巴黎隆尚让赛,original marker is not bracketed
kept,term,4729,hong_kong,RACING HERITAGE 1400M HANDICAP,赛马传统1400米让赛,赛马传统1400米让赛,original marker is not bracketed
kept,term,4730,hong_kong,RACING PASSION 1200M HANDICAP,驰骋之心1200米让赛,驰骋之心1200米让赛,original marker is not bracketed
kept,term,4732,hong_kong,RENFREW HANDICAP,联福让赛,联福让赛,original marker is not bracketed
kept,term,4733,hong_kong,RHINE HANDICAP,莱茵河让赛,莱茵河让赛,original marker is not bracketed
kept,term,4734,hong_kong,RHONE HANDICAP,罗纳河让赛,罗纳河让赛,original marker is not bracketed
kept,term,4735,hong_kong,RIVER VERDON HANDICAP,翠河让赛,翠河让赛,original marker is not bracketed
kept,term,4736,hong_kong,SAINT-CLOUD HANDICAP,圣格卢让赛,圣格卢让赛,original marker is not bracketed
kept,term,4737,hong_kong,SEINE HANDICAP,塞纳河让赛,塞纳河让赛,original marker is not bracketed
kept,term,4738,hong_kong,SELKIRK HANDICAP,西谷让赛,西谷让赛,original marker is not bracketed
kept,term,4739,hong_kong,SHA TIN CLUBHOUSE 1400M HANDICAP,沙田会所1400米让赛,沙田会所1400米让赛,original marker is not bracketed
kept,term,4740,hong_kong,SHELLEY HANDICAP,些利让赛,些利让赛,original marker is not bracketed
kept,term,4741,hong_kong,SHUI CHUEN O HANDICAP,水泉澳让赛,水泉澳让赛,original marker is not bracketed
kept,term,4746,hong_kong,SPECIAL CARGO HANDICAP,奇货让赛,奇货让赛,original marker is not bracketed
kept,term,4756,hong_kong,THE HILLTOP IN THE VALLEY 1800M HANDICAP,THE HILLTOP IN THE VALLEY 1800米让赛,THE HILLTOP IN THE VALLEY 1800米让赛,original marker is not bracketed
kept,term,4761,hong_kong,THE RACING CLUB 1200M HANDICAP,竞骏会1200米让赛,竞骏会1200米让赛,original marker is not bracketed
kept,term,4769,hong_kong,TSIM SHA TSUI HANDICAP,尖沙咀让赛,尖沙咀让赛,original marker is not bracketed
kept,term,4770,hong_kong,VENGEANCE OF RAIN HANDICAP,爪皇凌雨让赛,爪皇凌雨让赛,original marker is not bracketed
kept,term,4772,hong_kong,VIVA PATACA HANDICAP,爆冷让赛,爆冷让赛,original marker is not bracketed
kept,term,4773,hong_kong,WILTSHIRE HANDICAP,渭州让赛,渭州让赛,original marker is not bracketed
kept,term,4775,hong_kong,WYNDHAM HANDICAP,云咸让赛,云咸让赛,original marker is not bracketed
kept,term,4776,hong_kong,YAU MA TEI HANDICAP,油麻地让赛,油麻地让赛,original marker is not bracketed
kept,term,4779,hong_kong,AMETHYST HANDICAP,紫晶让赛,紫晶让赛,original marker is not bracketed
kept,term,4781,hong_kong,ASTER HANDICAP,紫菀让赛,紫菀让赛,original marker is not bracketed
kept,term,4782,hong_kong,BEAS RIVER HANDICAP,双鱼河让赛,双鱼河让赛,original marker is not bracketed
kept,term,4783,hong_kong,BELLFLOWER HANDICAP,风铃花让赛,风铃花让赛,original marker is not bracketed
kept,term,4785,hong_kong,BUTTERFLY BAY HANDICAP,蝴蝶湾让赛,蝴蝶湾让赛,original marker is not bracketed
kept,term,4786,hong_kong,CAMELLIA HANDICAP,山茶让赛,山茶让赛,original marker is not bracketed
kept,term,4787,hong_kong,CHAI WAN ROAD HANDICAP,柴湾道让赛,柴湾道让赛,original marker is not bracketed
kept,term,4788,hong_kong,CHAMOMILE HANDICAP,洋甘菊让赛,洋甘菊让赛,original marker is not bracketed
kept,term,4789,hong_kong,CLEAR WATER BAY HANDICAP,清水湾让赛,清水湾让赛,original marker is not bracketed
kept,term,4793,hong_kong,DIAMOND HANDICAP,钻石让赛,钻石让赛,original marker is not bracketed
kept,term,4794,hong_kong,DIANTHUS HANDICAP,石竹让赛,石竹让赛,original marker is not bracketed
kept,term,4796,hong_kong,EMERALD HANDICAP,绿宝石让赛,绿宝石让赛,original marker is not bracketed
kept,term,4797,hong_kong,FO TAN HANDICAP,火炭让赛,火炭让赛,original marker is not bracketed
kept,term,4801,hong_kong,GRASS ISLAND HANDICAP,塔门让赛,塔门让赛,original marker is not bracketed
kept,term,4803,hong_kong,HEATHER HANDICAP,石楠让赛,石楠让赛,original marker is not bracketed
kept,term,4804,hong_kong,HOI HA HANDICAP,海下让赛,海下让赛,original marker is not bracketed
kept,term,4806,hong_kong,KAT O HANDICAP,吉澳洲让赛,吉澳洲让赛,original marker is not bracketed
kept,term,4807,hong_kong,KAU SAI CHAU HANDICAP,滘西洲让赛,滘西洲让赛,original marker is not bracketed
kept,term,4808,hong_kong,KAU TO SHAN HANDICAP,九肚山让赛,九肚山让赛,original marker is not bracketed
kept,term,4809,hong_kong,KIU TSUI HANDICAP,桥咀让赛,桥咀让赛,original marker is not bracketed
kept,term,4810,hong_kong,LAPIS LAZULI HANDICAP,青金石让赛,青金石让赛,original marker is not bracketed
kept,term,4811,hong_kong,LEI YUE MUN PUBLIC RIDING SCHOOL HANDICAP,鲤鱼门公众骑术学校让赛,鲤鱼门公众骑术学校让赛,original marker is not bracketed
kept,term,4812,hong_kong,LUNG MUN ROAD HANDICAP,龙门路让赛,龙门路让赛,original marker is not bracketed
kept,term,4813,hong_kong,MA LIU SHUI HANDICAP,马料水让赛,马料水让赛,original marker is not bracketed
kept,term,4816,hong_kong,MIRS BAY HANDICAP,大鹏湾让赛,大鹏湾让赛,original marker is not bracketed
kept,term,4818,hong_kong,MOUNT NICHOLSON HANDICAP,聂高信山让赛,聂高信山让赛,original marker is not bracketed
kept,term,4819,hong_kong,NAM CHUNG RIVER HANDICAP,南涌河让赛,南涌河让赛,original marker is not bracketed
kept,term,4821,hong_kong,NG TUNG RIVER HANDICAP,梧桐河让赛,梧桐河让赛,original marker is not bracketed
kept,term,4823,hong_kong,PENFOLD PARK HANDICAP,彭福公园让赛,彭福公园让赛,original marker is not bracketed
kept,term,4824,hong_kong,POK FU LAM COUNTRY PARK HANDICAP,薄扶林郊野公园让赛,薄扶林郊野公园让赛,original marker is not bracketed
kept,term,4825,hong_kong,POK FU LAM PUBLIC RIDING SCHOOL HANDICAP,薄扶林公众骑术学校让赛,薄扶林公众骑术学校让赛,original marker is not bracketed
kept,term,4826,hong_kong,POK FU LAM RESERVOIR ROAD HANDICAP,薄扶林水塘道让赛,薄扶林水塘道让赛,original marker is not bracketed
kept,term,4828,hong_kong,PORT SHELTER HANDICAP,牛尾海让赛,牛尾海让赛,original marker is not bracketed
kept,term,4830,hong_kong,RUBY HANDICAP,红宝石让赛,红宝石让赛,original marker is not bracketed
kept,term,4831,hong_kong,SAPPHIRE HANDICAP,蓝宝石让赛,蓝宝石让赛,original marker is not bracketed
kept,term,4832,hong_kong,SHA TAU KOK RIVER HANDICAP,沙头角河让赛,沙头角河让赛,original marker is not bracketed
kept,term,4833,hong_kong,SHA TIN HOI HANDICAP,沙田海让赛,沙田海让赛,original marker is not bracketed
kept,term,4834,hong_kong,SHEK SHEUNG RIVER HANDICAP,石上河让赛,石上河让赛,original marker is not bracketed
kept,term,4835,hong_kong,SHING MUN RIVER CHANNEL HANDICAP,城门河道让赛,城门河道让赛,original marker is not bracketed
kept,term,4836,hong_kong,SHOUSON HILL HANDICAP,寿臣山让赛,寿臣山让赛,original marker is not bracketed
kept,term,4839,hong_kong,SPESSARTINE GARNET HANDICAP,橙石榴让赛,橙石榴让赛,original marker is not bracketed
kept,term,4841,hong_kong,STANLEY GAP HANDICAP,赤柱峡让赛,赤柱峡让赛,original marker is not bracketed
kept,term,4844,hong_kong,TAI TAM GAP HANDICAP,大潭峡让赛,大潭峡让赛,original marker is not bracketed
kept,term,4845,hong_kong,TAN SHAN RIVER HANDICAP,丹山河让赛,丹山河让赛,original marker is not bracketed
kept,term,4855,hong_kong,THISTLE HANDICAP,蓟花让赛,蓟花让赛,original marker is not bracketed
kept,term,4856,hong_kong,TIU CHUNG CHAU HANDICAP,吊钟洲让赛,吊钟洲让赛,original marker is not bracketed
kept,term,4857,hong_kong,TOLO HARBOUR HANDICAP,吐露港让赛,吐露港让赛,original marker is not bracketed
kept,term,4858,hong_kong,TOPAZ HANDICAP,黄宝石让赛,黄宝石让赛,original marker is not bracketed
kept,term,4860,hong_kong,TUEN MUN PUBLIC RIDING SCHOOL HANDICAP,屯门公众骑术学校让赛,屯门公众骑术学校让赛,original marker is not bracketed
kept,term,4862,hong_kong,VIOLET HANDICAP,紫罗兰让赛,紫罗兰让赛,original marker is not bracketed
kept,term,4863,hong_kong,VIOLET HILL HANDICAP,紫罗兰山让赛,紫罗兰山让赛,original marker is not bracketed
kept,term,4865,hong_kong,WONG NAI CHUNG GAP HANDICAP,黄泥涌峡让赛,黄泥涌峡让赛,original marker is not bracketed
kept,term,4869,hong_kong,ALL YOU WISH HANDICAP,随心随意让赛,随心随意让赛,original marker is not bracketed
kept,term,4873,hong_kong,BETTER FUTURE 1600M HANDICAP,更好未来1600米让赛,更好未来1600米让赛,original marker is not bracketed
kept,term,4874,hong_kong,BIG PROFIT HANDICAP,大有利让赛,大有利让赛,original marker is not bracketed
kept,term,4875,hong_kong,BRIAR HANDICAP,比雅让赛,比雅让赛,original marker is not bracketed
kept,term,4876,hong_kong,BROOM HANDICAP,蟠龙让赛,蟠龙让赛,original marker is not bracketed
kept,term,4878,hong_kong,CHEONG MING HANDICAP,昌明让赛,昌明让赛,original marker is not bracketed
kept,term,4879,hong_kong,CONTINUOUS DEVELOPMENT 1400M HANDICAP,持续进步1400米让赛,持续进步1400米让赛,original marker is not bracketed
kept,term,4882,hong_kong,FAST MOST FURIOUS HANDICAP,百步穿云让赛,百步穿云让赛,original marker is not bracketed
kept,term,4890,hong_kong,HAWTHORN HANDICAP,荷塘让赛,荷塘让赛,original marker is not bracketed
kept,term,4892,hong_kong,JOY AND FUN HANDICAP,时尚风采让赛,时尚风采让赛,original marker is not bracketed
kept,term,4893,hong_kong,KWAI FONG HANDICAP,葵芳让赛,葵芳让赛,original marker is not bracketed
kept,term,4894,hong_kong,LET ME FIGHT HANDICAP,共创未来让赛,共创未来让赛,original marker is not bracketed
kept,term,4898,hong_kong,LUCKY PATCH HANDICAP,表之未来让赛,表之未来让赛,original marker is not bracketed
kept,term,4899,hong_kong,MEDIC KINGDOM HANDICAP,无敌王者让赛,无敌王者让赛,original marker is not bracketed
kept,term,4900,hong_kong,MIN FAT HANDICAP,绵发让赛,绵发让赛,original marker is not bracketed
kept,term,4901,hong_kong,MIRACULOUS HANDICAP,叫关领让赛,叫关领让赛,original marker is not bracketed
kept,term,4903,hong_kong,MR AWARD HANDICAP,叻先生让赛,叻先生让赛,original marker is not bracketed
kept,term,4904,hong_kong,PINGWU SPARK HANDICAP,平湖之星让赛,平湖之星让赛,original marker is not bracketed
kept,term,4905,hong_kong,RACING GOES ON 1000M HANDICAP,马照跑1000米让赛,马照跑1000米让赛,original marker is not bracketed
kept,term,4906,hong_kong,RIDING HIGH TOGETHER 1400M HANDICAP,同心同步同进1400米让赛,同心同步同进1400米让赛,original marker is not bracketed
kept,term,4908,hong_kong,SERVING THE COMMUNITY 1200M HANDICAP,服务社群1200米让赛,服务社群1200米让赛,original marker is not bracketed
kept,term,4909,hong_kong,SHING PING HANDICAP,升平让赛,升平让赛,original marker is not bracketed
kept,term,4910,hong_kong,SIGHT WINNER HANDICAP,胜眼光让赛,胜眼光让赛,original marker is not bracketed
kept,term,4912,hong_kong,SILVER GRECIAN HANDICAP,摩法神采让赛,摩法神采让赛,original marker is not bracketed
kept,term,4913,hong_kong,SOLAR HEI HEI HANDICAP,太阳喜喜让赛,太阳喜喜让赛,original marker is not bracketed
kept,term,4915,hong_kong,SPORTSMANSHIP 1200M HANDICAP,体育精神1200米让赛,体育精神1200米让赛,original marker is not bracketed
kept,term,4916,hong_kong,STAR SHINE HANDICAP,辉煌星让赛,辉煌星让赛,original marker is not bracketed
kept,term,4918,hong_kong,SUN JEWELLERY HANDICAP,首饰太阳让赛,首饰太阳让赛,original marker is not bracketed
kept,term,4919,hong_kong,SUPER OASIS HANDICAP,超级绿洲让赛,超级绿洲让赛,original marker is not bracketed
kept,term,4921,hong_kong,SWEET ORANGE HANDICAP,甜橙让赛,甜橙让赛,original marker is not bracketed
kept,term,4936,hong_kong,TSUN YUEN HANDICAP,晋源让赛,晋源让赛,original marker is not bracketed
kept,term,4937,hong_kong,TURIN REDSUN HANDICAP,都灵太阳让赛,都灵太阳让赛,original marker is not bracketed
kept,term,4938,hong_kong,UNCOMPROMISING INTEGRITY 1400M HANDICAP,坚守诚信1400米让赛,坚守诚信1400米让赛,original marker is not bracketed
kept,term,4939,hong_kong,VICTORY MARVEL HANDICAP,胜利名星让赛,胜利名星让赛,original marker is not bracketed
kept,term,4940,hong_kong,WORLD-CLASS LEADERSHIP 1400M HANDICAP,卓越领导1400米让赛,卓越领导1400米让赛,original marker is not bracketed
kept,term,4943,hong_kong,CAUSEWAY BAY HANDICAP,铜锣湾让赛,铜锣湾让赛,original marker is not bracketed
kept,term,4944,hong_kong,CENTRAL HANDICAP,中环让赛,中环让赛,original marker is not bracketed
kept,term,4945,hong_kong,CHUNG HOM KOK HANDICAP,舂坎角让赛,舂坎角让赛,original marker is not bracketed
kept,term,4946,hong_kong,DEEP WATER BAY HANDICAP,深水湾让赛,深水湾让赛,original marker is not bracketed
kept,term,4950,hong_kong,GOLDEN SIXTY HANDICAP,金鎗六十让赛,金鎗六十让赛,original marker is not bracketed
kept,term,4951,hong_kong,HING WAH HANDICAP,兴华让赛,兴华让赛,original marker is not bracketed
kept,term,4952,hong_kong,HO PUI HANDICAP,河背让赛,河背让赛,original marker is not bracketed
kept,term,4953,hong_kong,HOI MEI HANDICAP,海美让赛,海美让赛,original marker is not bracketed
kept,term,4954,hong_kong,HOI PA HANDICAP,海坝让赛,海坝让赛,original marker is not bracketed
kept,term,4955,hong_kong,HONG TUNG HANDICAP,康东让赛,康东让赛,original marker is not bracketed
kept,term,4956,hong_kong,HWAMEI HANDICAP,画眉让赛,画眉让赛,original marker is not bracketed
kept,term,4957,hong_kong,ISLAND HANDICAP,香岛让赛,香岛让赛,original marker is not bracketed
kept,term,4958,hong_kong,KOWLOON PEAK HANDICAP,飞鹅山让赛,飞鹅山让赛,original marker is not bracketed
kept,term,4959,hong_kong,KWONG FUK HANDICAP,广福让赛,广福让赛,original marker is not bracketed
kept,term,4960,hong_kong,KWUN TONG HANDICAP,观塘让赛,观塘让赛,original marker is not bracketed
kept,term,4961,hong_kong,LANTAU PEAK HANDICAP,凤凰山让赛,凤凰山让赛,original marker is not bracketed
kept,term,4962,hong_kong,LIDO HANDICAP,丽都湾让赛,丽都湾让赛,original marker is not bracketed
kept,term,4963,hong_kong,LIN FA SHAN HANDICAP,莲花山让赛,莲花山让赛,original marker is not bracketed
kept,term,4964,hong_kong,LOK WAH HANDICAP,乐华让赛,乐华让赛,original marker is not bracketed
kept,term,4965,hong_kong,MA ON SHAN HANDICAP,马鞍山让赛,马鞍山让赛,original marker is not bracketed
kept,term,4966,hong_kong,MAGPIE HANDICAP,喜鹊让赛,喜鹊让赛,original marker is not bracketed
kept,term,4967,hong_kong,MEI TUNG HANDICAP,美东让赛,美东让赛,original marker is not bracketed
kept,term,4968,hong_kong,NORTH POINT HANDICAP,北角让赛,北角让赛,original marker is not bracketed
kept,term,4969,hong_kong,OI TUNG HANDICAP,爱东让赛,爱东让赛,original marker is not bracketed
kept,term,4972,hong_kong,PARROT HANDICAP,鹦鹉让赛,鹦鹉让赛,original marker is not bracketed
kept,term,4974,hong_kong,QUARRY BAY HANDICAP,鲗鱼涌让赛,鲗鱼涌让赛,original marker is not bracketed
kept,term,4976,hong_kong,SHA TSUI HANDICAP,沙咀让赛,沙咀让赛,original marker is not bracketed
kept,term,4977,hong_kong,SHEK O HANDICAP,石澳让赛,石澳让赛,original marker is not bracketed
kept,term,4978,hong_kong,SHRIKE HANDICAP,伯劳让赛,伯劳让赛,original marker is not bracketed
kept,term,4979,hong_kong,SO KON PO HANDICAP,扫杆埔让赛,扫杆埔让赛,original marker is not bracketed
kept,term,4981,hong_kong,STANLEY HANDICAP,赤柱让赛,赤柱让赛,original marker is not bracketed
kept,term,4982,hong_kong,SUNBIRD HANDICAP,太阳鸟让赛,太阳鸟让赛,original marker is not bracketed
kept,term,4983,hong_kong,SUNSET PEAK HANDICAP,大东山让赛,大东山让赛,original marker is not bracketed
kept,term,4984,hong_kong,SWALLOW HANDICAP,燕子让赛,燕子让赛,original marker is not bracketed
kept,term,4985,hong_kong,TAI HANG HANDICAP,大坑让赛,大坑让赛,original marker is not bracketed
kept,term,4986,hong_kong,TAI HO HANDICAP,大河让赛,大河让赛,original marker is not bracketed
kept,term,4987,hong_kong,TAI MO SHAN HANDICAP,大帽山让赛,大帽山让赛,original marker is not bracketed
kept,term,4988,hong_kong,TAILORBIRD HANDICAP,缝叶莺让赛,缝叶莺让赛,original marker is not bracketed
kept,term,4989,hong_kong,TAK WAH HANDICAP,德华让赛,德华让赛,original marker is not bracketed
kept,term,4996,hong_kong,TSUEN LOK HANDICAP,荃乐让赛,荃乐让赛,original marker is not bracketed
kept,term,4998,hong_kong,WAH FU HANDICAP,华富让赛,华富让赛,original marker is not bracketed
kept,term,4999,hong_kong,WAN CHAI HANDICAP,湾仔让赛,湾仔让赛,original marker is not bracketed
kept,term,5000,hong_kong,WONG CHUK HANG HANDICAP,黄竹坑让赛,黄竹坑让赛,original marker is not bracketed
kept,term,5001,hong_kong,WOODPECKER HANDICAP,啄木鸟让赛,啄木鸟让赛,original marker is not bracketed
kept,term,5002,hong_kong,YEUNG UK HANDICAP,杨屋让赛,杨屋让赛,original marker is not bracketed
kept,term,5003,hong_kong,YI TUNG SHAN HANDICAP,二东山让赛,二东山让赛,original marker is not bracketed
kept,term,5004,hong_kong,YIU TUNG HANDICAP,耀东让赛,耀东让赛,original marker is not bracketed
kept,term,5006,hong_kong,ARTISTIC GYMNASTICS AND TRIATHLON 1200M HANDICAP,体操及三项铁人1200米让赛,体操及三项铁人1200米让赛,original marker is not bracketed
kept,term,5007,hong_kong,ATHLETICS AND JUDO 1200M HANDICAP,田径及柔道1200米让赛,田径及柔道1200米让赛,original marker is not bracketed
kept,term,5009,hong_kong,BADMINTON AND CYCLING 1400M HANDICAP,羽毛球及单车1400米让赛,羽毛球及单车1400米让赛,original marker is not bracketed
kept,term,5010,hong_kong,BEDFORD HANDICAP,必发让赛,必发让赛,original marker is not bracketed
kept,term,5011,hong_kong,BEIJING HANDICAP,北京让赛,北京让赛,original marker is not bracketed
kept,term,5014,hong_kong,CHAOZHOU HANDICAP,潮州让赛,潮州让赛,original marker is not bracketed
kept,term,5015,hong_kong,CHENGDU HANDICAP,成都让赛,成都让赛,original marker is not bracketed
kept,term,5016,hong_kong,CHEONG WAN HANDICAP,畅运让赛,畅运让赛,original marker is not bracketed
kept,term,5017,hong_kong,CHEUNG SHUN HANDICAP,长顺让赛,长顺让赛,original marker is not bracketed
kept,term,5018,hong_kong,CHONGQING HANDICAP,重庆让赛,重庆让赛,original marker is not bracketed
kept,term,5025,hong_kong,DONGGUAN HANDICAP,东莞让赛,东莞让赛,original marker is not bracketed
kept,term,5028,hong_kong,FAT TSEUNG HANDICAP,发祥让赛,发祥让赛,original marker is not bracketed
kept,term,5029,hong_kong,FENCING 1200M HANDICAP,剑击1200米让赛,剑击1200米让赛,original marker is not bracketed
kept,term,5030,hong_kong,FIFE HANDICAP,快富让赛,快富让赛,original marker is not bracketed
kept,term,5031,hong_kong,FLYING HANDICAP,飞行让赛,飞行让赛,original marker is not bracketed
kept,term,5032,hong_kong,FOSHAN HANDICAP,佛山让赛,佛山让赛,original marker is not bracketed
kept,term,5034,hong_kong,GUANGZHOU HANDICAP,广州让赛,广州让赛,original marker is not bracketed
kept,term,5035,hong_kong,HARBOUR VIEW HANDICAP,港景让赛,港景让赛,original marker is not bracketed
kept,term,5036,hong_kong,HEBE HILL HANDICAP,尖风山让赛,尖风山让赛,original marker is not bracketed
kept,term,5037,hong_kong,HIGH WEST HANDICAP,西高山让赛,西高山让赛,original marker is not bracketed
kept,term,5038,hong_kong,HING YIP HANDICAP,兴业让赛,兴业让赛,original marker is not bracketed
kept,term,5039,hong_kong,HUIZHOU HANDICAP,惠州让赛,惠州让赛,original marker is not bracketed
kept,term,5041,hong_kong,JINAN HANDICAP,济南让赛,济南让赛,original marker is not bracketed
kept,term,5046,hong_kong,LI YUEN HANDICAP,利源让赛,利源让赛,original marker is not bracketed
kept,term,5048,hong_kong,MAN CHEUNG HANDICAP,民祥让赛,民祥让赛,original marker is not bracketed
kept,term,5049,hong_kong,MAN YIU HANDICAP,民耀让赛,民耀让赛,original marker is not bracketed
kept,term,5051,hong_kong,MIDDLE BAY HANDICAP,中湾让赛,中湾让赛,original marker is not bracketed
kept,term,5052,hong_kong,NAM LONG SHAN HANDICAP,南朗山让赛,南朗山让赛,original marker is not bracketed
kept,term,5053,hong_kong,NANNING HANDICAP,南宁让赛,南宁让赛,original marker is not bracketed
kept,term,5054,hong_kong,PAK TAM AU HANDICAP,北潭坳让赛,北潭坳让赛,original marker is not bracketed
kept,term,5056,hong_kong,PEDDER HANDICAP,毕打让赛,毕打让赛,original marker is not bracketed
kept,term,5058,hong_kong,POTTINGER HANDICAP,砵甸乍让赛,砵甸乍让赛,original marker is not bracketed
kept,term,5060,hong_kong,RACING SPIRIT HANDICAP,竞赛精神让赛,竞赛精神让赛,original marker is not bracketed
kept,term,5061,hong_kong,ROWING AND TABLE TENNIS 1400M HANDICAP,赛艇及乒乓球1400米让赛,赛艇及乒乓球1400米让赛,original marker is not bracketed
kept,term,5062,hong_kong,SAILING 1600M HANDICAP,帆船1600米让赛,帆船1600米让赛,original marker is not bracketed
kept,term,5063,hong_kong,SHANGHAI HANDICAP,上海让赛,上海让赛,original marker is not bracketed
kept,term,5064,hong_kong,SHEK UK SHAN HANDICAP,石屋山让赛,石屋山让赛,original marker is not bracketed
kept,term,5065,hong_kong,SHENYANG HANDICAP,沈阳让赛,沈阳让赛,original marker is not bracketed
kept,term,5066,hong_kong,SHENZHEN HANDICAP,深圳让赛,深圳让赛,original marker is not bracketed
kept,term,5068,hong_kong,SONGS OF VICTORY HANDICAP,凯歌让赛,凯歌让赛,original marker is not bracketed
kept,term,5069,hong_kong,SPEEDY HANDICAP,风驰让赛,风驰让赛,original marker is not bracketed
kept,term,5071,hong_kong,SUCCESS HANDICAP,成功让赛,成功让赛,original marker is not bracketed
kept,term,5072,hong_kong,SWIFTY HANDICAP,快捷让赛,快捷让赛,original marker is not bracketed
kept,term,5073,hong_kong,SWIMMING 1200M HANDICAP,游泳1200米让赛,游泳1200米让赛,original marker is not bracketed
kept,term,5074,hong_kong,TAEKWONDO 1400M HANDICAP,跆拳道1400米让赛,跆拳道1400米让赛,original marker is not bracketed
kept,term,5078,hong_kong,THE COMMUNITY GROWTH 1400M HANDICAP,社区发展1400米让赛,社区发展1400米让赛,original marker is not bracketed
kept,term,5079,hong_kong,THE CREATIVE SPIRIT 1600M HANDICAP,创新精神1600米让赛,创新精神1600米让赛,original marker is not bracketed
kept,term,5085,hong_kong,THE INSPIRING COMMUNITY 1200M HANDICAP,社会启迪1200米让赛,社会启迪1200米让赛,original marker is not bracketed
kept,term,5089,hong_kong,THE LOVE RACING 1400M HANDICAP,「爱赛马」1400米让赛,「爱赛马」1400米让赛,original marker is not bracketed
kept,term,5094,hong_kong,THE SHARED PROSPERITY 1200M HANDICAP,共享繁荣1200米让赛,共享繁荣1200米让赛,original marker is not bracketed
kept,term,5095,hong_kong,THE STRIDING ON TOGETHER 1200M HANDICAP,同心同进1200米让赛,同心同进1200米让赛,original marker is not bracketed
