bucket,kind,id,region,source,before,after,reason
auto_clean,series,175,,,华商会挑战杯 (让赛),华商会挑战杯,
auto_clean,series,176,,,洋紫荆短途锦标 (让赛),洋紫荆短途锦标,
auto_clean,series,177,,,一月杯 (让赛),一月杯,
auto_clean,series,180,,,百周年纪念银瓶 (让赛),百周年纪念银瓶,
auto_clean,series,188,,,皇太后纪念杯 (让赛),皇太后纪念杯,
auto_clean,series,190,,,沙田银瓶 (让赛),沙田银瓶,
auto_clean,series,191,,,狮子山锦标 (让赛),狮子山锦标,
auto_clean,series,192,,,精英杯 (让赛),精英杯,
auto_clean,series,193,,,精英碟 (让赛),精英碟,
auto_clean,series,285,,,京成杯秋季让赛,京成杯秋季赛,
auto_clean,event,145,,,华商会挑战杯 (让赛),华商会挑战杯,
auto_clean,event,146,,,洋紫荆短途锦标 (让赛),洋紫荆短途锦标,
auto_clean,event,147,,,一月杯 (让赛),一月杯,
auto_clean,event,150,,,百周年纪念银瓶 (让赛),百周年纪念银瓶,
auto_clean,event,158,,,皇太后纪念杯 (让赛),皇太后纪念杯,
auto_clean,event,160,,,沙田银瓶 (让赛),沙田银瓶,
auto_clean,event,161,,,狮子山锦标 (让赛),狮子山锦标,
auto_clean,event,162,,,精英杯 (让赛),精英杯,
auto_clean,event,163,,,精英碟 (让赛),精英碟,
auto_clean,term,1972,,京成杯オータムH,京成杯秋季让赛,京成杯秋季赛,
auto_clean,term,4218,hong_kong,THE BAUHINIA SPRINT TROPHY (HANDICAP),洋紫荆短途锦标(让赛),洋紫荆短途锦标,
auto_clean,term,4220,hong_kong,THE CHINESE CLUB CHALLENGE CUP (HANDICAP),华商会挑战杯(让赛),华商会挑战杯,
auto_clean,term,4221,hong_kong,THE HONG KONG CLUB CHALLENGE CUP (HANDICAP),香港会挑战杯(让赛),香港会挑战杯,
auto_clean,term,4222,hong_kong,THE HONG KONG FOOTBALL CLUB CENTENARY CUP (HANDICAP),香港足球会百周年纪念杯(让赛),香港足球会百周年纪念杯,
auto_clean,term,4223,hong_kong,THE HONG KONG GOLF CLUB CENTENARY CUP (HANDICAP),香港高尔夫球会百周年纪念杯(让赛),香港高尔夫球会百周年纪念杯,
auto_clean,term,4224,hong_kong,THE JANUARY CUP (HANDICAP),一月杯(让赛),一月杯,
auto_clean,term,4225,hong_kong,THE PO LEUNG KUK CUP (HANDICAP),保良局杯(让赛),保良局杯,
auto_clean,term,4226,hong_kong,THE POK OI CUP (HANDICAP),博爱杯(让赛),博爱杯,
auto_clean,term,4228,hong_kong,THE YAN OI TONG CUP (HANDICAP),仁爱堂杯(让赛),仁爱堂杯,
auto_clean,term,4365,hong_kong,THE CENTENARY VASE (HANDICAP),百周年纪念银瓶(让赛),百周年纪念银瓶,
auto_clean,term,4366,hong_kong,THE CHINESE NEW YEAR CUP (HANDICAP),贺年杯(让赛),贺年杯,
auto_clean,term,4369,hong_kong,THE ROTARY CENTENARY CHALLENGE CUP (HANDICAP),扶轮百周年挑战杯(让赛),扶轮百周年挑战杯,
auto_clean,term,4370,hong_kong,THE TVB CUP (HANDICAP),TVB杯(让赛),TVB杯,
auto_clean,term,4371,hong_kong,THE VOLUNTEERS' CHALLENGE CUP (HANDICAP),义勇军挑战杯(让赛),义勇军挑战杯,
auto_clean,term,4513,hong_kong,THE ASSOCIATION OF HONG KONG RACING JOURNALISTS CHALLENGE CUP (HANDICAP),香港评马同业协进会挑战杯(让赛),香港评马同业协进会挑战杯,
auto_clean,term,4515,hong_kong,THE CRAIGENGOWER CRICKET CLUB CHALLENGE CUP (HANDICAP),纪利华木球会挑战杯(让赛),纪利华木球会挑战杯,
auto_clean,term,4516,hong_kong,THE CUHK ALUMNI CUP (HANDICAP),香港中文大学校友会联会杯(让赛),香港中文大学校友会联会杯,
auto_clean,term,4517,hong_kong,THE HEUNG YEE KUK CUP (HANDICAP),乡议局杯(让赛),乡议局杯,
auto_clean,term,4519,hong_kong,THE IRELAND TROPHY (HANDICAP),爱尔兰锦标(让赛),爱尔兰锦标,
auto_clean,term,4520,hong_kong,THE KOWLOON TONG CLUB TROPHY (HANDICAP),九龙塘会杯(让赛),九龙塘会杯,
auto_clean,term,4521,hong_kong,THE KWOON CHUNG BUS CUP (HANDICAP),冠忠巴士杯（让赛）,冠忠巴士杯,
auto_clean,term,4522,hong_kong,THE LOK SIN TONG CUP (HANDICAP),乐善堂杯(让赛),乐善堂杯,
auto_clean,term,4642,hong_kong,THE BEIJING CLUBHOUSE ANNIVERSARY CUP (HANDICAP),北京会所周年杯(让赛),北京会所周年杯,
auto_clean,term,4647,hong_kong,THE HONG KONG CHINESE IMPORTERS' & EXPORTERS' ASSOCIATION 70TH ANNIVERSARY CUP (HANDICAP),香港中华出入口商会七十周年杯（让赛）,香港中华出入口商会七十周年杯,
auto_clean,term,4648,hong_kong,THE HONG KONG JOCKEY CLUB COMMUNITY TROPHY (HANDICAP),香港赛马会社群杯(让赛),香港赛马会社群杯,
auto_clean,term,4649,hong_kong,THE HONG KONG LIONS CUP (HANDICAP),狮子会杯(让赛),狮子会杯,
auto_clean,term,4650,hong_kong,THE KOREA RACING AUTHORITY TROPHY (HANDICAP),韩国马事会锦标(让赛),韩国马事会锦标,
auto_clean,term,4651,hong_kong,THE LUSITANO CHALLENGE CUP (HANDICAP),西洋会挑战杯(让赛),西洋会挑战杯,
auto_clean,term,4754,hong_kong,THE FRANCE GALOP CUP (HANDICAP),法国赛马会杯（让赛）,法国赛马会杯,
auto_clean,term,4755,hong_kong,THE FRENCH MAY TROPHY (HANDICAP),法国五月杯(让赛),法国五月杯,
auto_clean,term,4757,hong_kong,THE HONG KONG CHINA RUGBY CUP (HANDICAP),中国香港榄球总会杯（让赛）,中国香港榄球总会杯,
auto_clean,term,4758,hong_kong,THE KOWLOON CRICKET CLUB CENTENARY CUP (HANDICAP),九龙木球会百周年纪念杯(让赛),九龙木球会百周年纪念杯,
auto_clean,term,4759,hong_kong,THE MEMBERS CUP (HANDICAP),会员杯（让赛）,会员杯,
auto_clean,term,4760,hong_kong,THE QUEEN MOTHER MEMORIAL CUP (HANDICAP),皇太后纪念杯(让赛),皇太后纪念杯,
auto_clean,term,4762,hong_kong,THE SAUTERNES CUP (HANDICAP),苏特恩杯(让赛),苏特恩杯,
auto_clean,term,4763,hong_kong,THE SPORTS CLUB DIAMOND JUBILEE CHALLENGE CUP (HANDICAP),五陵会钻禧挑战杯(让赛),五陵会钻禧挑战杯,
auto_clean,term,4764,hong_kong,THE ST GEORGE'S CHALLENGE CUP (HANDICAP),圣佐治挑战杯(让赛),圣佐治挑战杯,
auto_clean,term,4846,hong_kong,THE CRICKET CLUB VALLEY STAKES (HANDICAP),木球会锦标(让赛),木球会锦标,
auto_clean,term,4847,hong_kong,THE EWO CHALLENGE TROPHY (HANDICAP),怡和挑战杯(让赛),怡和挑战杯,
auto_clean,term,4848,hong_kong,THE HONG KONG RIDING FOR THE DISABLED ASSOCIATION CUP (HANDICAP),香港伤健策骑协会杯(让赛),香港伤健策骑协会杯,
auto_clean,term,4849,hong_kong,THE LION ROCK TROPHY (HANDICAP),狮子山锦标(让赛),狮子山锦标,
auto_clean,term,4850,hong_kong,THE PEARCE MEMORIAL CHALLENGE CUP (HANDICAP),皮亚士纪念挑战杯(让赛),皮亚士纪念挑战杯,
auto_clean,term,4851,hong_kong,THE POLA CUP (HANDICAP),亚洲律师会会长杯（让赛）,亚洲律师会会长杯,
auto_clean,term,4852,hong_kong,THE PREMIER CUP (HANDICAP),精英杯(让赛),精英杯,
auto_clean,term,4853,hong_kong,THE PREMIER PLATE (HANDICAP),精英碟(让赛),精英碟,
auto_clean,term,4854,hong_kong,THE SHA TIN VASE (HANDICAP),沙田银瓶(让赛),沙田银瓶,
auto_clean,term,4922,hong_kong,THE ARCULLI TROPHY (HANDICAP),夏佳理锦标(让赛),夏佳理锦标,
auto_clean,term,4923,hong_kong,THE CHAN TROPHY (HANDICAP),陈祖泽锦标(让赛),陈祖泽锦标,
auto_clean,term,4924,hong_kong,THE CHOW SILVER PLATE (HANDICAP),周永健银碟(让赛),周永健银碟,
auto_clean,term,4925,hong_kong,THE CMA 90TH ANNIVERSARY CUP (HANDICAP),厂商会90周年纪念杯（让赛）,厂商会90周年纪念杯,
auto_clean,term,4926,hong_kong,THE GUANGDONG-HONG KONG CUP (HANDICAP),粤港杯(让赛),粤港杯,
auto_clean,term,4927,hong_kong,THE HONG KONG RACEHORSE OWNERS ASSOCIATION TROPHY (HANDICAP),香港马主协会锦标(让赛),香港马主协会锦标,
auto_clean,term,4928,hong_kong,THE HONG KONG REUNIFICATION CUP (HANDICAP),香港回归杯(让赛),香港回归杯,
auto_clean,term,4929,hong_kong,THE IP JUG (HANDICAP),叶锡安瓶(让赛),叶锡安瓶,
auto_clean,term,4930,hong_kong,THE LI CUP (HANDICAP),李福深杯(让赛),李福深杯,
auto_clean,term,4931,hong_kong,THE PHILIP CHEN TROPHY (HANDICAP),陈南禄锦标(让赛),陈南禄锦标,
auto_clean,term,4933,hong_kong,THE STEVENSON CUP (HANDICAP),施文信杯(让赛),施文信杯,
auto_clean,term,4934,hong_kong,THE SWAINE CUP (HANDICAP),施伟贤杯(让赛),施伟贤杯,
auto_clean,term,4935,hong_kong,THE WONG CUP (HANDICAP),黄颂显杯(让赛),黄颂显杯,
auto_clean,term,4990,hong_kong,THE CELEBRATION CUP (HANDICAP),庆典杯(让赛),庆典杯,
auto_clean,term,4991,hong_kong,THE COMMUNITY CHEST CUP (HANDICAP),公益金杯(让赛),公益金杯,
auto_clean,term,4992,hong_kong,THE HKSAR CHIEF EXECUTIVE'S CUP (HANDICAP),香港特区行政长官杯(让赛),香港特区行政长官杯,
auto_clean,term,4993,hong_kong,THE HONG KONG COUNTRY CLUB CHALLENGE CUP (HANDICAP),香港乡村俱乐部挑战杯(让赛),香港乡村俱乐部挑战杯,
auto_clean,term,4994,hong_kong,THE TUNG WAH GROUP OF HOSPITALS CHALLENGE CUP (HANDICAP),东华三院挑战杯(让赛),东华三院挑战杯,
auto_clean,term,4995,hong_kong,THE YAN CHAI TROPHY (HANDICAP),仁济杯(让赛),仁济杯,
auto_clean,term,5076,hong_kong,THE CHINESE GENERAL CHAMBER OF COMMERCE CUP (HANDICAP),香港中华总商会杯(让赛),香港中华总商会杯,
auto_clean,term,5077,hong_kong,THE CHINESE RECREATION CLUB CHALLENGE CUP (HANDICAP),中华游乐会挑战杯(让赛),中华游乐会挑战杯,
auto_clean,term,5081,hong_kong,THE FEDERATION OF HK GUANGDONG COMMUNITY TROPHY (HANDICAP),香港广东社团总会杯（让赛）,香港广东社团总会杯,
auto_clean,term,5082,hong_kong,THE HKEX CUP (HANDICAP),香港交易所杯(让赛),香港交易所杯,
auto_clean,term,5083,hong_kong,THE HKJC 140TH ANNIVERSARY CUP (HANDICAP),香港赛马会140周年纪念杯（让赛）,香港赛马会140周年纪念杯,
auto_clean,term,5084,hong_kong,"THE HONG KONG, CHINA'S PARIS 2024 OLYMPIC TEAM CELEBRATION CUP (HANDICAP)",2024巴黎奥运中国香港队杯（让赛）,2024巴黎奥运中国香港队杯,
auto_clean,term,5086,hong_kong,THE JCI HONG KONG SENATE CUP (HANDICAP),国际青年商会香港总会参议会杯（让赛）,国际青年商会香港总会参议会杯,
auto_clean,term,5087,hong_kong,THE KWANGTUNG HANDICAP CUP (HANDICAP),广东让赛杯(让赛),广东杯,
auto_clean,term,5088,hong_kong,THE LONGINES CUP (HANDICAP),浪琴表锦标(让赛),浪琴表锦标,
auto_clean,term,5090,hong_kong,THE NATIONAL DAY CUP (HANDICAP),国庆杯(让赛),国庆杯,
auto_clean,term,5091,hong_kong,THE PREMIER BOWL (HANDICAP),精英碗(让赛),精英碗,
auto_clean,term,5093,hong_kong,THE SHA TIN TROPHY (HANDICAP),沙田锦标(让赛),沙田锦标,
auto_clean,term,5195,hong_kong,THE AMERICAN CLUB CHALLENGE CUP (HANDICAP),美国会所挑战杯(让赛),美国会所挑战杯,
auto_clean,term,5199,hong_kong,THE CHEVALIER CUP (HANDICAP),其士杯(让赛),其士杯,
auto_clean,term,5200,hong_kong,THE HONG KONG INSTITUTE OF SURVEYORS 40TH ANNIVERSARY CUP (HANDICAP),香港测量师学会四十周年纪念杯（让赛）,香港测量师学会四十周年纪念杯,
auto_clean,term,5201,hong_kong,THE PANASONIC CUP (HANDICAP),乐声杯(让赛),乐声杯,
auto_clean,term,5202,hong_kong,THE SA SA LADIES' PURSE (HANDICAP),莎莎妇女银袋(让赛),莎莎妇女银袋,
auto_clean,term,5203,hong_kong,THE ST ANDREW'S CHALLENGE QUAICH (HANDICAP),圣安度挑战碟(让赛),圣安度挑战碟,
auto_clean,term,5259,hong_kong,LONGINES INTERNATIONAL JOCKEYS' CHAMPIONSHIP (HANDICAP) - 1ST LEG,浪琴表国际骑师锦标赛(让赛)-第一关,浪琴表国际骑师锦标赛-第一关,
auto_clean,term,5260,hong_kong,LONGINES INTERNATIONAL JOCKEYS' CHAMPIONSHIP (HANDICAP) - 2ND LEG,浪琴表国际骑师锦标赛(让赛)-第二关,浪琴表国际骑师锦标赛-第二关,
auto_clean,term,5261,hong_kong,LONGINES INTERNATIONAL JOCKEYS' CHAMPIONSHIP (HANDICAP) - 3RD LEG,浪琴表国际骑师锦标赛(让赛)-第三关,浪琴表国际骑师锦标赛-第三关,
auto_clean,term,5262,hong_kong,LONGINES INTERNATIONAL JOCKEYS' CHAMPIONSHIP (HANDICAP) - 4TH LEG,浪琴表国际骑师锦标赛(让赛)-第四关,浪琴表国际骑师锦标赛-第四关,
auto_clean,term,5328,hong_kong,THE LUKFOOK JEWELLERY CUP (HANDICAP),六福珠宝杯(让赛),六福珠宝杯,
auto_clean,term,5329,hong_kong,THE PENINSULA GOLDEN JUBILEE CHALLENGE CUP (HANDICAP),半岛金禧挑战杯(让赛),半岛金禧挑战杯,
auto_clean,term,5330,hong_kong,THE PRINCE OF WALES HOSPITAL 40TH ANNIVERSARY CUP (HANDICAP),威尔斯亲王医院四十周年纪念杯（让赛）,威尔斯亲王医院四十周年纪念杯,
auto_clean,term,5404,hong_kong,"THE PARIS 2024 PARALYMPIC GAMES HONG KONG, CHINA TEAM CELEBRATION CUP (HANDICAP)",巴黎2024残疾人奥运会中国香港队杯（让赛）,巴黎2024残疾人奥运会中国香港队杯,
auto_clean,term,5405,hong_kong,THE RACING CLUB CUP (HANDICAP),竞骏会杯（让赛）,竞骏会杯,
auto_clean,term,5444,hong_kong,THE CONSENSUS CUP (HANDICAP),CONSENSUS杯（让赛）,CONSENSUS杯,
auto_clean,term,5476,hong_kong,THE KWOON CHUNG BUS 60TH ANNIVERSARY CUP (HANDICAP),冠忠巴士六十周年杯（让赛）,冠忠巴士六十周年杯,
auto_clean,term,5534,hong_kong,THE JAPAN RACING ASSOCIATION TROPHY (HANDICAP),日本中央竞马会锦标(让赛),日本中央竞马会锦标,
auto_clean,term,5567,hong_kong,THE BEIJING CLUBHOUSE CUP (HANDICAP),北京会所杯（让赛）,北京会所杯,
auto_clean,term,5569,hong_kong,THE HONG KONG RIDING FOR THE DISABLED ASSOCIATION 50TH ANNIVERSARY CUP (HANDICAP),香港伤健策骑协会50周年杯（让赛）,香港伤健策骑协会50周年杯,
auto_clean,term,5615,hong_kong,THE HONG KONG UNIVERSITY ALUMNI ASSOCIATION CHALLENGE CUP (HANDICAP),香港大学校友会挑战杯(让赛),香港大学校友会挑战杯,
auto_clean,term,5655,hong_kong,THE KPMG 80TH ANNIVERSARY CUP (HANDICAP),毕马威八十周年杯（让赛）,毕马威八十周年杯,
auto_clean,term,5695,hong_kong,THE ASSOCIATION OF HONG KONG RACING JOURNALISTS 40TH ANNIVERSARY CUP (HANDICAP),香港评马同业协进会四十周年纪念杯（让赛）,香港评马同业协进会四十周年纪念杯,
auto_clean,term,5742,hong_kong,THE CHINESE GENERAL CHAMBER OF COMMERCE 125TH ANNIVERSARY CUP (HANDICAP),香港中华总商会125周年会庆杯（让赛）,香港中华总商会125周年会庆杯,
auto_clean,term,5743,hong_kong,THE INDIAN RECREATION CLUB CHALLENGE CUP (HANDICAP),印度游乐会挑战杯（让赛）,印度游乐会挑战杯,
auto_clean,term,5807,hong_kong,THE 15TH NATIONAL GAMES HONG KONG MEDALLISTS CUP (HANDICAP),十五运会香港奖牌运动员杯（让赛）,十五运会香港奖牌运动员杯,
auto_clean,term,5808,hong_kong,THE APM MONACO CUP (HANDICAP),APM MONACO杯（让赛）,APM MONACO杯,
auto_clean,term,5825,hong_kong,THE HEUNG YEE KUK CENTENARY CUP (HANDICAP),乡议局百周年纪念杯（让赛）,乡议局百周年纪念杯,
auto_clean,term,5826,hong_kong,THE YEAR OF THE HORSE CUP (HANDICAP),马年杯（让赛）,马年杯,
auto_clean,term,5923,hong_kong,THE HAKKA CUP (HANDICAP),客家杯（让赛）,客家杯,
auto_clean,term,5939,hong_kong,THE RACING WORLD 50TH ANNIVERSARY CUP (HANDICAP),赛马天下50周年纪念杯（让赛）,赛马天下50周年纪念杯,
auto_clean,term,5940,hong_kong,THE TOURISM CUP (HANDICAP),旅游杯（让赛）,旅游杯,
auto_clean,term,5947,hong_kong,THE FRIENDS OF HONG KONG ASSOCIATION CUP (HANDICAP),香港友好协进会杯（让赛）,香港友好协进会杯,
auto_clean,term,29587,hong_kong,THE 25TH ANNIVERSARY HONG KONG REUNIFICATION CUP (HANDICAP),香港共庆回归 25 周年杯(让赛),香港共庆回归 25 周年杯,
auto_clean,term,29588,hong_kong,THE APPRENTICE JOCKEYS' SCHOOL 50TH ANNIVERSARY CUP (HANDICAP),见习骑师学校50周年纪念杯(让赛),见习骑师学校50周年纪念杯,
auto_clean,term,29593,hong_kong,THE CARBINE CLUB OF HONG KONG 30TH ANNIVERSARY CUP (HANDICAP),香港卡宾会三十周年纪念杯(让赛),香港卡宾会三十周年纪念杯,
auto_clean,term,29595,hong_kong,THE CMA 88TH ANNIVERSARY CUP (HANDICAP),厂商会88周年纪念杯(让赛),厂商会88周年纪念杯,
auto_clean,term,29597,hong_kong,THE HONG KONG CHINA'S ASIAN GAMES MEDALLISTS CUP (HANDICAP),中国香港亚运奖牌运动员杯(让赛),中国香港亚运奖牌运动员杯,
auto_clean,term,29598,hong_kong,THE HONG KONG CHIU CHOW CHAMBER OF COMMERCE CENTENARY CUP (HANDICAP),香港潮州商会百周年纪念杯(让赛),香港潮州商会百周年纪念杯,
auto_clean,term,29599,hong_kong,THE HONG KONG ELITE ATHLETES CUP (HANDICAP),香港精英运动员杯(让赛),香港精英运动员杯,
auto_clean,term,29600,hong_kong,THE HONG KONG INSTITUTE OF CERTIFIED PUBLIC ACCOUNTANTS 50TH ANNIVERSARY CUP (HANDICAP),香港会计师公会五十周年纪念杯(让赛),香港会计师公会五十周年纪念杯,
auto_clean,term,29601,hong_kong,THE HONG KONG MACAU TROPHY (HANDICAP),港澳杯(让赛),港澳杯,
auto_clean,term,29602,hong_kong,THE HONG KONG RUGBY UNION CUP (HANDICAP),香港榄球总会杯(让赛),香港榄球总会杯,
auto_clean,term,29603,hong_kong,THE HONG KONG SPORTS ASSOCIATION FOR THE PHYSICALLY DISABLED 50TH ANNIVERSARY CUP (HANDICAP),香港伤残人士体育协会50周年杯(让赛),香港伤残人士体育协会50周年杯,
auto_clean,term,29604,hong_kong,THE HONG KONG SPORTS INSTITUTE 30TH ANNIVERSARY CUP (HANDICAP),香港体育学院30周年杯(让赛),香港体育学院30周年杯,
auto_clean,term,29605,hong_kong,THE HONG KONG YOUNG INDUSTRIALISTS COUNCIL 30TH ANNIVERSARY CUP (HANDICAP),香港青年工业家协会30周年杯(让赛),香港青年工业家协会30周年杯,
auto_clean,term,29606,hong_kong,THE INTERNATIONAL CONFERENCE OF RACING ANALYSTS AND VETERINARIANS CUP (HANDICAP),国际赛事化验师及赛事管制兽医联合会议杯(让赛),国际赛事化验师及赛事管制兽医联合会议杯,
auto_clean,term,29610,hong_kong,THE LOK SIN TONG 140TH ANNIVERSARY CUP (HANDICAP),乐善堂140周年纪念杯(让赛),乐善堂140周年纪念杯,
auto_clean,term,29611,hong_kong,THE MACWHINNIE CUP (HANDICAP),麦蕴利杯(让赛),麦蕴利杯,
auto_clean,term,29612,hong_kong,THE ORIENTAL WATCH 60TH ANNIVERSARY SHA TIN TROPHY (HANDICAP),东方表行60周年沙田锦标(让赛),东方表行60周年沙田锦标,
auto_clean,term,29613,hong_kong,THE ORIENTAL WATCH SHA TIN TROPHY (HANDICAP),东方表行沙田锦标(让赛),东方表行沙田锦标,
auto_clean,term,29616,hong_kong,THE POLICE CUP (HANDICAP),警察杯(让赛),警察杯,
auto_clean,term,29617,hong_kong,THE PURVES QUAICH (HANDICAP),蒲伟士碟(让赛),蒲伟士碟,
auto_clean,term,29618,hong_kong,THE RACING CLUB 15TH ANNIVERSARY CUP (HANDICAP),竞骏会十五周年纪念杯(让赛),竞骏会十五周年纪念杯,
auto_clean,term,29619,hong_kong,THE SHA TIN MILE TROPHY (HANDICAP),沙田一哩锦标(让赛),沙田一哩锦标,
auto_clean,term,29620,hong_kong,THE TAXATION INSTITUTE OF HONG KONG 50TH ANNIVERSARY CUP (HANDICAP),香港税务学会50周年纪念杯(让赛),香港税务学会50周年纪念杯,
auto_clean,term,29621,hong_kong,THE TSUEN WAN NEW TOWN 60TH ANNIVERSARY CUP (HANDICAP),荃湾新市镇六十周年纪念杯(让赛),荃湾新市镇六十周年纪念杯,
auto_clean,term,15215,japan,Keisei Hai Autumn Handicap,京成杯秋季让赛,京成杯秋季赛,
auto_clean,term,29798,united_kingdom,Ascot Stakes (Handicap),雅士谷锦标 (让赛),雅士谷锦标,
auto_clean,term,29799,united_kingdom,Britannia Stakes (Handicap),大不列颠锦标 (让赛),大不列颠锦标,
auto_clean,term,29800,united_kingdom,Buckingham Palace Stakes (Handicap),白金汉宫锦标 (让赛),白金汉宫锦标,
auto_clean,term,29801,united_kingdom,Copper Horse Stakes (Handicap),铜马锦标 (让赛),铜马锦标,
auto_clean,term,29803,united_kingdom,Duke of Edinburgh Stakes (Handicap),爱丁堡公爵锦标 (让赛),爱丁堡公爵锦标,
auto_clean,term,29804,united_kingdom,Golden Gates Stakes (Handicap),金门锦标 (让赛),金门锦标,
auto_clean,term,29806,united_kingdom,Kensington Palace Stakes (Handicap),肯辛顿宫锦标(让赛),肯辛顿宫锦标,
auto_clean,term,29808,united_kingdom,King George V Stakes (Handicap),英皇佐治五世锦标 (让赛),英皇佐治五世锦标,
auto_clean,term,29811,united_kingdom,Palace of Holyroodhouse Stakes (Handicap),荷里雷德宫锦标 (让赛),荷里雷德宫锦标,
auto_clean,term,29812,united_kingdom,Royal Hunt Cup (Handicap),皇家狩猎杯 (让赛),皇家狩猎杯,
auto_clean,term,29813,united_kingdom,Sandringham Stakes (Handicap),沙特利咸锦标 (让赛),沙特利咸锦标,
auto_clean,term,29814,united_kingdom,Silver Royal Hunt Cup (Handicap),银皇家狩猎杯 (让赛),银皇家狩猎杯,
auto_clean,term,29815,united_kingdom,Silver Wokingham Stakes (Handicap),银屈敬咸锦标 (让赛),银屈敬咸锦标,
auto_clean,term,29816,united_kingdom,Wokingham Stakes (Handicap),屈敬咸锦标 (让赛),屈敬咸锦标,
review,term,5570,hong_kong,THE SAUTERNES'S CUP (HANDICAP),苏特恩杯（让赛）,苏特恩杯,same-region duplicate after cleanup
kept,term,13073,france,Class 1 Handicap,第一班让赛,第一班让赛,original marker is not bracketed
kept,term,13074,france,Class 3 Handicap,第三班让赛,第三班让赛,original marker is not bracketed
kept,term,13168,france,Class 2 Handicap,第二班让赛,第二班让赛,original marker is not bracketed
kept,term,13169,france,Class 4 Handicap,第四班让赛,第四班让赛,original marker is not bracketed
kept,term,29218,france,3yo Fillies Handicap,三岁雌马让赛,三岁雌马让赛,original marker is not bracketed
kept,term,29221,france,Grand Handicap des Milers,一哩让赛,一哩让赛,original marker is not bracketed
kept,term,4159,hong_kong,ALBATROSS HANDICAP,信天翁让赛,信天翁让赛,original marker is not bracketed
kept,term,4160,hong_kong,BEACON HILL HANDICAP,笔架山让赛,笔架山让赛,original marker is not bracketed
kept,term,4161,hong_kong,BENNET'S HILL HANDICAP,班纳山让赛,班纳山让赛,original marker is not bracketed
kept,term,4162,hong_kong,BUTTERFLY HANDICAP,蝴蝶让赛,蝴蝶让赛,original marker is not bracketed
kept,term,4163,hong_kong,CAROLINE HILL HANDICAP,加路连山让赛,加路连山让赛,original marker is not bracketed
kept,term,4164,hong_kong,CAUSEWAY HANDICAP,高士威让赛,高士威让赛,original marker is not bracketed
kept,term,4165,hong_kong,CHATER HANDICAP,遮打让赛,遮打让赛,original marker is not bracketed
kept,term,4166,hong_kong,CHERRY HANDICAP,樱桃让赛,樱桃让赛,original marker is not bracketed
kept,term,4167,hong_kong,CHEUNG SHAN HANDICAP,象山让赛,象山让赛,original marker is not bracketed
kept,term,4168,hong_kong,CHINESE BANYAN HANDICAP,细叶榕让赛,细叶榕让赛,original marker is not bracketed
kept,term,4169,hong_kong,CHOI YUEN HANDICAP,彩园让赛,彩园让赛,original marker is not bracketed
kept,term,4170,hong_kong,CLEVELAND HANDICAP,加宁让赛,加宁让赛,original marker is not bracketed
kept,term,4171,hong_kong,CLUB HANDICAP,会所让赛,会所让赛,original marker is not bracketed
kept,term,4172,hong_kong,CONNAUGHT HANDICAP,干诺让赛,干诺让赛,original marker is not bracketed
kept,term,4173,hong_kong,COTTON TREE HANDICAP,红棉让赛,红棉让赛,original marker is not bracketed
kept,term,4174,hong_kong,DIAMOND HILL HANDICAP,钻石山让赛,钻石山让赛,original marker is not bracketed
kept,term,4175,hong_kong,EGRET HANDICAP,白鹭让赛,白鹭让赛,original marker is not bracketed
kept,term,4176,hong_kong,FENWICK HANDICAP,分域让赛,分域让赛,original marker is not bracketed
kept,term,4177,hong_kong,FLAME TREE HANDICAP,凤凰木让赛,凤凰木让赛,original marker is not bracketed
kept,term,4178,hong_kong,FLAMINGO HANDICAP,红鹤让赛,红鹤让赛,original marker is not bracketed
kept,term,4179,hong_kong,FLEMING HANDICAP,菲林明让赛,菲林明让赛,original marker is not bracketed
kept,term,4180,hong_kong,FU TAI HANDICAP,富泰让赛,富泰让赛,original marker is not bracketed
kept,term,4181,hong_kong,GREAT GEORGE HANDICAP,记利佐治让赛,记利佐治让赛,original marker is not bracketed
kept,term,4182,hong_kong,HERON HANDICAP,苍鹭让赛,苍鹭让赛,original marker is not bracketed
kept,term,4183,hong_kong,HUNG SHUI KIU HANDICAP,洪水桥让赛,洪水桥让赛,original marker is not bracketed
kept,term,4184,hong_kong,ICE HOUSE HANDICAP,雪厂让赛,雪厂让赛,original marker is not bracketed
kept,term,4185,hong_kong,JACKSON HANDICAP,昃臣让赛,昃臣让赛,original marker is not bracketed
kept,term,4186,hong_kong,JAFFE HANDICAP,谢斐让赛,谢斐让赛,original marker is not bracketed
kept,term,4187,hong_kong,KESTREL HANDICAP,红隼让赛,红隼让赛,original marker is not bracketed
kept,term,4188,hong_kong,KEUNG SHAN HANDICAP,羌山让赛,羌山让赛,original marker is not bracketed
kept,term,4189,hong_kong,KINGSTON HANDICAP,京士顿让赛,京士顿让赛,original marker is not bracketed
kept,term,4190,hong_kong,KWAI SHING HANDICAP,葵盛让赛,葵盛让赛,original marker is not bracketed
kept,term,4191,hong_kong,LAI KING HANDICAP,荔景让赛,荔景让赛,original marker is not bracketed
kept,term,4192,hong_kong,LAM TEI HANDICAP,蓝地让赛,蓝地让赛,original marker is not bracketed
kept,term,4193,hong_kong,LARK HANDICAP,云雀让赛,云雀让赛,original marker is not bracketed
kept,term,4194,hong_kong,LAU FAU SHAN HANDICAP,流浮山让赛,流浮山让赛,original marker is not bracketed
