sample_region,sample_rank,candidate_key,horse_name,aliases,identity_status,review_status,matched_profile_ids,identity_keys,source_namespace,source_namespaces,source_urls,event_regions,evidence_count,actual_start_evidence_count,declared_entry_evidence_count,nonstarter_evidence_count,unconfirmed_evidence_count,result_evidence_count,last_event_date,latest_event_id,latest_event_name,latest_event_grade,sire_name,dam_name,birth_year,reviewed,review_decision,review_notes
hong_kong,1,external:3ef5cfb68064b5bb5d6075390b113ca27995f460864b472c31000aeae5484dde,EAGLE WAY,"[""EAGLE WAY""]",strong_external_identity,ready_for_profile_resolution,[],"[""hkjc:hk_2016_a093""]",hkjc,"[""hkjc""]","[""https://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20180506/ST/4"", ""https://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20181001/ST/8"", ""https://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20181021/ST/8"", ""https://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20181209/ST/4"", ""https://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20191020/ST/8"", ""https://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20191103/ST/7"", ""https://racing.hkjc.com/racing/Info/meeting/Results/English/Local/20180225/ST/8"", ""https://racing.hkjc.com/racing/Info/meeting/Results/English/Local/20180429/ST/8"", ""https://racing.hkjc.com/racing/Info/meeting/Results/English/Local/20180527/ST/8"", ""https://racing.hkjc.com/racing/Info/meeting/Results/English/Local/20181104/ST/7"", ""https://racing.hkjc.com/racing/Info/meeting/Results/English/Local/20181118/ST/7"", ""https://racing.hkjc.com/racing/Info/meeting/Results/English/Local/20190109/HV/6"", ""https://racing.hkjc.com/racing/info/meeting/Results/English/Local/20171001/ST/8"", ""https://racing.hkjc.com/racing/info/meeting/Results/English/Local/20180110/HV/6"", ""https://racing.hkjc.com/racing/info/meeting/Results/English/Local/20180204/ST/3"", ""https://racing.hkjc.com/racing/info/meeting/Results/English/Local/20190217/ST/7"", ""https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2019/04/07&Racecourse=ST&RaceNo=7"", ""https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2019/04/28&Racecourse=ST&RaceNo=8"", ""https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2019/05/26&Racecourse=ST&RaceNo=8"", ""https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2019/11/17&Racecourse=ST&RaceNo=7"", ""https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2019/12/08&Racecourse=ST&RaceNo=4"", ""https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2020/01/08&Racecourse=HV&RaceNo=6"", ""https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2020/01/27&Racecourse=ST&RaceNo=4"", ""https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2020/04/26&Racecourse=ST&RaceNo=8"", ""https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2020/05/03&Racecourse=ST&RaceNo=3"", ""https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2020/05/24&Racecourse=ST&RaceNo=8"", ""https://racing.hkjc.com/racing/information/English/racing/LocalResults.aspx?RaceDate=2020/02/16&Racecourse=ST&RaceNo=5""]","[""hong_kong""]",32,32,0,0,0,32,2020-05-24,1862,Hong Kong Champions & Chater Cup [Standard Chartered],G1,,,,True,confirm_batch_inclusion,项目负责人确认纳入首批；该决定不豁免身份补强、完整资料和完整生涯门禁。
hong_kong,2,external:a3a02b258028a99e3ab562aac3e323f337eb330899a75c71c8a93ea1252cf79c,SOUTHERN LEGEND,"[""SOUTHERN LEGEND""]",strong_external_identity,ready_for_profile_resolution,[],"[""hkjc:hk_2016_a252""]",hkjc,"[""hkjc""]","[""https://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20181001/ST/8"", ""https://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20191001/ST/7"", ""https://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20191020/ST/8"", ""https://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20191103/ST/7"", ""https://racing.hkjc.com/racing/Info/meeting/Results/English/Local/20180101/ST/10"", ""https://racing.hkjc.com/racing/Info/meeting/Results/English/Local/20181118/ST/6"", ""https://racing.hkjc.com/racing/Info/meeting/Results/English/Local/20190109/HV/6"", ""https://racing.hkjc.com/racing/Info/meeting/Results/English/Local/20190120/ST/7"", ""https://racing.hkjc.com/racing/info/meeting/Results/English/Local/20180128/ST/8"", ""https://racing.hkjc.com/racing/info/meeting/Results/English/Local/20180225/ST/9"", ""https://racing.hkjc.com/racing/info/meeting/Results/English/Local/20180429/ST/6"", ""https://racing.hkjc.com/racing/info/meeting/Results/English/Local/20181209/ST/7"", ""https://racing.hkjc.com/racing/info/meeting/Results/English/Local/20190217/ST/7"", ""https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2019/11/17&Racecourse=ST&RaceNo=7"", ""https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2019/12/08&Racecourse=ST&RaceNo=4"", ""https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2020/01/08&Racecourse=HV&RaceNo=6"", ""https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2020/01/19&Racecourse=ST&RaceNo=5"", ""https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2020/04/05&Racecourse=ST&RaceNo=3"", ""https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2020/04/26&Racecourse=ST&RaceNo=7"", ""https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2020/05/31&Racecourse=ST&RaceNo=9"", ""https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2020/06/21&Racecourse=ST&RaceNo=8"", ""https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2021/01/24&Racecourse=ST&RaceNo=7"", ""https://racing.hkjc.com/racing/information/English/racing/LocalResults.aspx?RaceDate=2020/02/16&Racecourse=ST&RaceNo=5""]","[""hong_kong""]",28,28,0,0,0,28,2021-01-24,1886,Stewards’ Cup,G1,,,,True,confirm_batch_inclusion,项目负责人确认纳入首批；该决定不豁免身份补强、完整资料和完整生涯门禁。
hong_kong,3,external:4d90a7e0f7e33f1563f46cb9ecc4f112df9827646c687b9c22c726141402e5ed,BEAUTY GENERATION,"[""BEAUTY GENERATION""]",strong_external_identity,ready_for_profile_resolution,[],"[""hkjc:hk_2015_v380""]",hkjc,"[""hkjc""]","[""https://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20181001/ST/8"", ""https://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20181021/ST/8"", ""https://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20191001/ST/7"", ""https://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20191020/ST/8"", ""https://racing.hkjc.com/racing/Info/meeting/Results/English/Local/20181118/ST/6"", ""https://racing.hkjc.com/racing/Info/meeting/Results/English/Local/20190120/ST/7"", ""https://racing.hkjc.com/racing/info/meeting/Results/English/Local/20171001/ST/8"", ""https://racing.hkjc.com/racing/info/meeting/Results/English/Local/20180128/ST/8"", ""https://racing.hkjc.com/racing/info/meeting/Results/English/Local/20180225/ST/9"", ""https://racing.hkjc.com/racing/info/meeting/Results/English/Local/20180429/ST/6"", ""https://racing.hkjc.com/racing/info/meeting/Results/English/Local/20181209/ST/7"", ""https://racing.hkjc.com/racing/info/meeting/Results/English/Local/20190217/ST/6"", ""https://racing.hkjc.com/racing/info/meeting/results/English/Local/20180408/ST/8"", ""https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2019/04/07&Racecourse=ST&RaceNo=7"", ""https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2019/04/28&Racecourse=ST&RaceNo=7"", ""https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2019/11/17&Racecourse=ST&RaceNo=6"", ""https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2019/12/08&Racecourse=ST&RaceNo=7"", ""https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2020/01/19&Racecourse=ST&RaceNo=5"", ""https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2020/02/16&Racecourse=ST&RaceNo=7"", ""https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2020/04/05&Racecourse=ST&RaceNo=3"", ""https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2020/04/26&Racecourse=ST&RaceNo=7""]","[""hong_kong""]",25,25,0,0,0,25,2020-04-26,1860,Champions Mile [FWD],G1,,,,True,confirm_batch_inclusion,项目负责人确认纳入首批；该决定不豁免身份补强、完整资料和完整生涯门禁。
hong_kong,4,external:5f4ee571da08d11ea5ebe2378653cea5473be89aef94213a9a5978ce8310ab82,TIME WARP,"[""TIME WARP""]",strong_external_identity,ready_for_profile_resolution,[],"[""hkjc:hk_2016_a066""]",hkjc,"[""hkjc""]","[""https://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20181021/ST/8"", ""https://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20191103/ST/7"", ""https://racing.hkjc.com/racing/Info/meeting/Results/English/Local/20180225/ST/8"", ""https://racing.hkjc.com/racing/Info/meeting/Results/English/Local/20180429/ST/8"", ""https://racing.hkjc.com/racing/Info/meeting/Results/English/Local/20181104/ST/7"", ""https://racing.hkjc.com/racing/Info/meeting/Results/English/Local/20181118/ST/7"", ""https://racing.hkjc.com/racing/Info/meeting/Results/English/Local/20190109/HV/6"", ""https://racing.hkjc.com/racing/info/meeting/Results/English/Local/20171001/ST/8"", ""https://racing.hkjc.com/racing/info/meeting/Results/English/Local/20180128/ST/8"", ""https://racing.hkjc.com/racing/info/meeting/Results/English/Local/20181209/ST/8"", ""https://racing.hkjc.com/racing/info/meeting/Results/English/Local/20190127/ST/7"", ""https://racing.hkjc.com/racing/info/meeting/Results/English/Local/20190217/ST/7"", ""https://racing.hkjc.com/racing/info/meeting/results/English/Local/20180408/ST/8"", ""https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2019/04/28&Racecourse=ST&RaceNo=8"", ""https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2019/05/26&Racecourse=ST&RaceNo=8"", ""https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2019/06/23&Racecourse=ST&RaceNo=8"", ""https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2019/11/17&Racecourse=ST&RaceNo=7"", ""https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2019/12/08&Racecourse=ST&RaceNo=8"", ""https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2020/01/08&Racecourse=HV&RaceNo=6"", ""https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2020/01/27&Racecourse=ST&RaceNo=4"", ""https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2020/04/26&Racecourse=ST&RaceNo=8"", ""https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2020/05/24&Racecourse=ST&RaceNo=8"", ""https://racing.hkjc.com/racing/information/English/racing/LocalResults.aspx?RaceDate=2020/02/16&Racecourse=ST&RaceNo=5""]","[""hong_kong""]",26,25,0,1,0,25,2020-05-24,1862,Hong Kong Champions & Chater Cup [Standard Chartered],G1,,,,True,confirm_batch_inclusion,项目负责人确认纳入首批；该决定不豁免身份补强、完整资料和完整生涯门禁。
hong_kong,5,external:5ea1e3e66b02c824e67671e0bfc4bc22ad6bba112b93559ba8a05b378ebe38e1,EXULTANT,"[""EXULTANT""]",strong_external_identity,ready_for_profile_resolution,[],"[""hkjc:hk_2017_b101""]",hkjc,"[""hkjc""]","[""https://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20180506/ST/4"", ""https://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20181021/ST/8"", ""https://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20181209/ST/4"", ""https://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20191103/ST/7"", ""https://racing.hkjc.com/racing/Info/meeting/Results/English/Local/20180527/ST/8"", ""https://racing.hkjc.com/racing/Info/meeting/Results/English/Local/20181104/ST/7"", ""https://racing.hkjc.com/racing/Info/meeting/Results/English/Local/20181118/ST/7"", ""https://racing.hkjc.com/racing/info/meeting/Results/English/Local/20180624/ST/3"", ""https://racing.hkjc.com/racing/info/meeting/Results/English/Local/20190127/ST/7"", ""https://racing.hkjc.com/racing/info/meeting/Results/English/Local/20190217/ST/7"", ""https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2019/04/28&Racecourse=ST&RaceNo=8"", ""https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2019/05/26&Racecourse=ST&RaceNo=8"", ""https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2019/11/17&Racecourse=ST&RaceNo=7"", ""https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2019/12/08&Racecourse=ST&RaceNo=4"", ""https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2020/01/27&Racecourse=ST&RaceNo=4"", ""https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2020/04/26&Racecourse=ST&RaceNo=8"", ""https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2020/05/24&Racecourse=ST&RaceNo=8"", ""https://racing.hkjc.com/racing/information/English/racing/LocalResults.aspx?RaceDate=2020/02/16&Racecourse=ST&RaceNo=5""]","[""hong_kong""]",21,21,0,0,0,21,2020-05-24,1862,Hong Kong Champions & Chater Cup [Standard Chartered],G1,,,,True,confirm_batch_inclusion,项目负责人确认纳入首批；该决定不豁免身份补强、完整资料和完整生涯门禁。
hong_kong,6,external:4656b44d692aa68450167592098ef999e27d1037576b006a179d1a40e5ed8af4,SEASONS BLOOM,"[""SEASONS BLOOM""]",strong_external_identity,ready_for_profile_resolution,[],"[""hkjc:hk_2015_v410""]",hkjc,"[""hkjc""]","[""https://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20181001/ST/8"", ""https://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20181021/ST/8"", ""https://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20191020/ST/3"", ""https://racing.hkjc.com/racing/Info/meeting/Results/English/Local/20180225/ST/8"", ""https://racing.hkjc.com/racing/Info/meeting/Results/English/Local/20181118/ST/6"", ""https://racing.hkjc.com/racing/info/meeting/Results/English/Local/20171001/ST/8"", ""https://racing.hkjc.com/racing/info/meeting/Results/English/Local/20180128/ST/8"", ""https://racing.hkjc.com/racing/info/meeting/Results/English/Local/20180429/ST/6"", ""https://racing.hkjc.com/racing/info/meeting/Results/English/Local/20181209/ST/8"", ""https://racing.hkjc.com/racing/info/meeting/Results/English/Local/20190217/ST/6"", ""https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2019/04/07&Racecourse=ST&RaceNo=7"", ""https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2019/04/28&Racecourse=ST&RaceNo=7"", ""https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2019/06/23&Racecourse=ST&RaceNo=8"", ""https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2019/12/08&Racecourse=ST&RaceNo=5"", ""https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2020/01/01&Racecourse=ST&RaceNo=7""]","[""hong_kong""]",19,19,0,0,0,19,2020-01-01,1861,Chinese Club Challenge Cup (H),G3,,,,True,confirm_batch_inclusion,项目负责人确认纳入首批；该决定不豁免身份补强、完整资料和完整生涯门禁。
hong_kong,7,external:2bfeada61e6a9bdd3259b64a21f70db55897165a0d11c9a2dd0c3e15d363383d,WINNER'S WAY,"[""WINNER'S WAY""]",strong_external_identity,ready_for_profile_resolution,[],"[""hkjc:hk_2016_a025""]",hkjc,"[""hkjc""]","[""https://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20181001/ST/7"", ""https://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20181021/ST/7"", ""https://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20181209/ST/5"", ""https://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20191001/ST/7"", ""https://racing.hkjc.com/racing/Info/meeting/Results/English/Local/20180101/ST/10"", ""https://racing.hkjc.com/racing/Info/meeting/Results/English/Local/20180527/ST/4"", ""https://racing.hkjc.com/racing/Info/meeting/Results/English/Local/20181118/ST/8"", ""https://racing.hkjc.com/racing/info/meeting/Results/English/Local/20171001/ST/8"", ""https://racing.hkjc.com/racing/info/meeting/Results/English/Local/20180408/ST/7"", ""https://racing.hkjc.com/racing/info/meeting/Results/English/Local/20180624/ST/7"", ""https://racing.hkjc.com/racing/info/meeting/Results/English/Local/20190101/ST/9"", ""https://racing.hkjc.com/racing/info/meeting/Results/English/Local/20190120/ST/5"", ""https://racing.hkjc.com/racing/info/meeting/Results/English/Local/20190217/ST/6"", ""https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2019/04/07&Racecourse=ST&RaceNo=3"", ""https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2019/04/28&Racecourse=ST&RaceNo=6"", ""https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2019/05/26&Racecourse=ST&RaceNo=6"", ""https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2019/06/23&Racecourse=ST&RaceNo=3""]","[""hong_kong""]",18,18,0,0,0,18,2019-10-01,1855,Celebration Cup (H),G3,,,,True,confirm_batch_inclusion,项目负责人确认纳入首批；该决定不豁免身份补强、完整资料和完整生涯门禁。
hong_kong,8,external:230437b3df29d03b1bb993ac8722489df66295b5a84494eb5ea8210a9e96d8c6,DINOZZO,"[""DINOZZO""]",strong_external_identity,ready_for_profile_resolution,[],"[""hkjc:hk_2015_v246""]",hkjc,"[""hkjc""]","[""https://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20181001/ST/8"", ""https://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20181021/ST/8"", ""https://racing.hkjc.com/racing/Info/meeting/Results/English/Local/20180225/ST/8"", ""https://racing.hkjc.com/racing/Info/meeting/Results/English/Local/20180429/ST/8"", ""https://racing.hkjc.com/racing/Info/meeting/Results/English/Local/20180603/ST/7"", ""https://racing.hkjc.com/racing/Info/meeting/Results/English/Local/20181104/ST/7"", ""https://racing.hkjc.com/racing/Info/meeting/Results/English/Local/20190109/HV/6"", ""https://racing.hkjc.com/racing/info/meeting/Results/English/Local/20180110/HV/6"", ""https://racing.hkjc.com/racing/info/meeting/Results/English/Local/20180204/ST/3"", ""https://racing.hkjc.com/racing/info/meeting/Results/English/Local/20180624/ST/3"", ""https://racing.hkjc.com/racing/info/meeting/Results/English/Local/20190127/ST/7"", ""https://racing.hkjc.com/racing/info/meeting/Results/English/Local/20190217/ST/7"", ""https://racing.hkjc.com/racing/info/meeting/results/English/Local/20180408/ST/8"", ""https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2019/04/07&Racecourse=ST&RaceNo=7"", ""https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2019/04/28&Racecourse=ST&RaceNo=8"", ""https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2019/06/23&Racecourse=ST&RaceNo=8"", ""https://racing.hkjc.com/racing/information/English/racing/LocalResults.aspx?RaceDate=2019/06/02&Racecourse=ST&RaceNo=9""]","[""hong_kong""]",18,18,0,0,0,18,2019-06-23,2129,Premier Plate (H),G3,,,,True,confirm_batch_inclusion,项目负责人确认纳入首批；该决定不豁免身份补强、完整资料和完整生涯门禁。
hong_kong,9,external:57aec256ba44213f5e88e9e37ddb853a3369c11f3803459260d783f9ed4c9692,BEAUTY ONLY,"[""BEAUTY ONLY""]",strong_external_identity,ready_for_profile_resolution,[],"[""hkjc:hk_2013_s411""]",hkjc,"[""hkjc""]","[""https://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20181001/ST/8"", ""https://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20181021/ST/8"", ""https://racing.hkjc.com/racing/Info/meeting/Results/English/Local/20180101/ST/10"", ""https://racing.hkjc.com/racing/Info/meeting/Results/English/Local/20180603/ST/7"", ""https://racing.hkjc.com/racing/Info/meeting/Results/English/Local/20181118/ST/6"", ""https://racing.hkjc.com/racing/Info/meeting/Results/English/Local/20190120/ST/7"", ""https://racing.hkjc.com/racing/info/meeting/Results/English/Local/20171001/ST/8"", ""https://racing.hkjc.com/racing/info/meeting/Results/English/Local/20180128/ST/8"", ""https://racing.hkjc.com/racing/info/meeting/Results/English/Local/20180225/ST/9"", ""https://racing.hkjc.com/racing/info/meeting/Results/English/Local/20180429/ST/6"", ""https://racing.hkjc.com/racing/info/meeting/Results/English/Local/20181209/ST/7"", ""https://racing.hkjc.com/racing/info/meeting/Results/English/Local/20190101/ST/9"", ""https://racing.hkjc.com/racing/info/meeting/Results/English/Local/20190217/ST/6"", ""https://racing.hkjc.com/racing/info/meeting/results/English/Local/20180408/ST/8""]","[""hong_kong""]",17,17,0,0,0,17,2019-02-17,2132,Queen’s Silver Jubilee Cup,G1,,,,True,confirm_batch_inclusion,项目负责人确认纳入首批；该决定不豁免身份补强、完整资料和完整生涯门禁。
hong_kong,10,external:f2aea815d37d95e82812927b499f9719537b32a7f4ab40be6d9c94bf4eb1ac9d,PAKISTAN STAR,"[""PAKISTAN STAR""]",strong_external_identity,ready_for_profile_resolution,[],"[""hkjc:hk_2015_v325""]",hkjc,"[""hkjc""]","[""https://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20181021/ST/8"", ""https://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20181209/ST/4"", ""https://racing.hkjc.com/racing/Info/Meeting/Results/English/Local/20191020/ST/3"", ""https://racing.hkjc.com/racing/Info/meeting/Results/English/Local/20180225/ST/8"", ""https://racing.hkjc.com/racing/Info/meeting/Results/English/Local/20180429/ST/8"", ""https://racing.hkjc.com/racing/Info/meeting/Results/English/Local/20180527/ST/8"", ""https://racing.hkjc.com/racing/Info/meeting/Results/English/Local/20181104/ST/7"", ""https://racing.hkjc.com/racing/Info/meeting/Results/English/Local/20181118/ST/7"", ""https://racing.hkjc.com/racing/Info/meeting/Results/English/Local/20190120/ST/7"", ""https://racing.hkjc.com/racing/info/meeting/Results/English/Local/20190217/ST/7"", ""https://racing.hkjc.com/racing/info/meeting/results/English/Local/20180408/ST/8"", ""https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2019/04/07&Racecourse=ST&RaceNo=7"", ""https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2019/04/28&Racecourse=ST&RaceNo=8"", ""https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2019/05/26&Racecourse=ST&RaceNo=8"", ""https://racing.hkjc.com/racing/information/English/Racing/LocalResults.aspx?RaceDate=2019/11/17&Racecourse=ST&RaceNo=8""]","[""hong_kong""]",19,17,0,2,0,17,2019-11-17,2123,Jockey Club Sprint [BOCHK Wealth Management],G2,,,,True,confirm_batch_inclusion,项目负责人确认纳入首批；该决定不豁免身份补强、完整资料和完整生涯门禁。
japan,1,observation:event:15441:number:11,アスクナイスショー,"[""アスクナイスショー""]",needs_identity_enrichment,needs_identity_enrichment,[],[],jra,"[""jra""]","[""https://www.jra.go.jp/datafile/seiseki/replay/2026/062.html""]","[""japan""]",1,1,0,0,0,1,2026-07-12,15441,Tanabata Sho,G3,,,,True,confirm_batch_inclusion,项目负责人确认纳入首批；该决定不豁免身份补强、完整资料和完整生涯门禁。
japan,2,observation:event:15441:number:9,オニャンコポン,"[""オニャンコポン""]",needs_identity_enrichment,needs_identity_enrichment,[],[],jra,"[""jra""]","[""https://www.jra.go.jp/datafile/seiseki/replay/2026/062.html""]","[""japan""]",1,1,0,0,0,1,2026-07-12,15441,Tanabata Sho,G3,,,,True,confirm_batch_inclusion,项目负责人确认纳入首批；该决定不豁免身份补强、完整资料和完整生涯门禁。
japan,3,observation:event:15441:number:14,オールナット,"[""オールナット""]",needs_identity_enrichment,needs_identity_enrichment,[],[],jra,"[""jra""]","[""https://www.jra.go.jp/datafile/seiseki/replay/2026/062.html""]","[""japan""]",1,1,0,0,0,1,2026-07-12,15441,Tanabata Sho,G3,,,,True,confirm_batch_inclusion,项目负责人确认纳入首批；该决定不豁免身份补强、完整资料和完整生涯门禁。
japan,4,observation:event:15441:number:5,オーロラエックス,"[""オーロラエックス""]",needs_identity_enrichment,needs_identity_enrichment,[],[],jra,"[""jra""]","[""https://www.jra.go.jp/datafile/seiseki/replay/2026/062.html""]","[""japan""]",1,1,0,0,0,1,2026-07-12,15441,Tanabata Sho,G3,,,,True,confirm_batch_inclusion,项目负责人确认纳入首批；该决定不豁免身份补强、完整资料和完整生涯门禁。
japan,5,observation:event:15441:number:4,カラマティアノス,"[""カラマティアノス""]",needs_identity_enrichment,needs_identity_enrichment,[],[],jra,"[""jra""]","[""https://www.jra.go.jp/datafile/seiseki/replay/2026/062.html""]","[""japan""]",1,1,0,0,0,1,2026-07-12,15441,Tanabata Sho,G3,,,,True,confirm_batch_inclusion,项目负责人确认纳入首批；该决定不豁免身份补强、完整资料和完整生涯门禁。
japan,6,observation:event:15441:number:8,クリスマスパレード,"[""クリスマスパレード""]",needs_identity_enrichment,needs_identity_enrichment,[],[],jra,"[""jra""]","[""https://www.jra.go.jp/datafile/seiseki/replay/2026/062.html""]","[""japan""]",1,1,0,0,0,1,2026-07-12,15441,Tanabata Sho,G3,,,,True,confirm_batch_inclusion,项目负责人确认纳入首批；该决定不豁免身份补强、完整资料和完整生涯门禁。
japan,7,observation:event:15441:number:2,コントラポスト,"[""コントラポスト""]",needs_identity_enrichment,needs_identity_enrichment,[],[],jra,"[""jra""]","[""https://www.jra.go.jp/datafile/seiseki/replay/2026/062.html""]","[""japan""]",1,1,0,0,0,1,2026-07-12,15441,Tanabata Sho,G3,,,,True,confirm_batch_inclusion,项目负责人确认纳入首批；该决定不豁免身份补强、完整资料和完整生涯门禁。
japan,8,observation:event:15441:number:16,サヴォーナ,"[""サヴォーナ""]",needs_identity_enrichment,needs_identity_enrichment,[],[],jra,"[""jra""]","[""https://www.jra.go.jp/datafile/seiseki/replay/2026/062.html""]","[""japan""]",1,1,0,0,0,1,2026-07-12,15441,Tanabata Sho,G3,,,,True,confirm_batch_inclusion,项目负责人确认纳入首批；该决定不豁免身份补强、完整资料和完整生涯门禁。
japan,9,observation:event:15441:number:3,ショウナンマグマ,"[""ショウナンマグマ""]",needs_identity_enrichment,needs_identity_enrichment,[],[],jra,"[""jra""]","[""https://www.jra.go.jp/datafile/seiseki/replay/2026/062.html""]","[""japan""]",1,1,0,0,0,1,2026-07-12,15441,Tanabata Sho,G3,,,,True,confirm_batch_inclusion,项目负责人确认纳入首批；该决定不豁免身份补强、完整资料和完整生涯门禁。
